Winning Numbers,Month,Day,Hour,Minute
"[4, 7, 18, 22, 25, 26, 41, 45, 46, 47, 50, 52, 55, 56, 60, 67, 73, 74, 77, 78]",7,8,19,15
"[9, 11, 14, 18, 22, 23, 27, 30, 45, 50, 51, 52, 53, 59, 60, 69, 72, 76, 78, 80]",7,8,19,20
"[1, 13, 16, 19, 21, 22, 28, 30, 36, 43, 45, 52, 54, 57, 66, 72, 73, 74, 77, 79]",7,8,19,25
"[3, 4, 5, 6, 14, 17, 19, 24, 33, 35, 40, 46, 53, 55, 57, 64, 69, 72, 73, 77]",7,8,19,30
"[2, 3, 7, 13, 14, 23, 26, 27, 29, 33, 36, 44, 46, 48, 54, 57, 60, 64, 65, 71]",7,8,19,35
"[26, 29, 31, 35, 37, 39, 43, 45, 48, 49, 57, 58, 60, 62, 67, 68, 69, 74, 76, 79]",7,8,19,40
"[1, 2, 4, 5, 9, 14, 15, 17, 24, 25, 29, 45, 47, 52, 53, 57, 63, 70, 73, 78]",7,8,19,45
"[7, 18, 21, 26, 27, 28, 31, 34, 44, 48, 52, 53, 56, 58, 63, 69, 73, 75, 76, 77]",7,8,19,50
"[1, 4, 7, 11, 13, 14, 19, 20, 22, 29, 40, 43, 44, 46, 48, 56, 64, 70, 72, 75]",7,8,19,55
"[4, 6, 11, 18, 32, 34, 45, 51, 52, 54, 61, 62, 63, 64, 67, 71, 74, 75, 76, 79]",7,8,20,0
"[4, 9, 14, 16, 17, 18, 26, 30, 31, 32, 39, 41, 45, 51, 58, 63, 64, 66, 76, 77]",7,8,20,5
"[3, 6, 8, 9, 12, 22, 24, 27, 31, 41, 44, 45, 47, 54, 56, 63, 67, 71, 78, 79]",7,8,20,10
"[2, 7, 9, 13, 17, 22, 24, 29, 31, 33, 36, 37, 44, 45, 46, 49, 52, 58, 78, 80]",7,8,20,15
"[1, 4, 6, 8, 10, 14, 19, 21, 24, 29, 31, 39, 46, 47, 49, 61, 62, 65, 75, 76]",7,8,20,20
"[1, 3, 6, 8, 9, 21, 32, 33, 35, 41, 43, 44, 45, 46, 51, 61, 66, 72, 76, 77]",7,8,20,25
"[3, 4, 6, 10, 17, 18, 19, 21, 24, 27, 29, 30, 33, 34, 44, 57, 61, 66, 73, 76]",7,8,20,30
"[9, 11, 13, 17, 26, 29, 30, 32, 36, 40, 49, 55, 59, 64, 66, 68, 75, 77, 79, 80]",7,8,20,35
"[2, 3, 4, 9, 10, 11, 15, 26, 28, 31, 33, 34, 38, 45, 46, 47, 50, 52, 74, 75]",7,8,20,40
"[2, 4, 5, 9, 12, 17, 25, 29, 35, 36, 38, 41, 43, 54, 56, 59, 62, 69, 74, 75]",7,8,20,45
"[14, 15, 19, 29, 31, 32, 42, 44, 45, 48, 49, 54, 56, 61, 64, 66, 67, 71, 78, 80]",7,8,20,50
"[2, 3, 8, 28, 35, 42, 47, 49, 51, 56, 58, 59, 60, 61, 62, 67, 68, 73, 77, 80]",7,8,20,55
"[7, 10, 15, 17, 22, 28, 32, 34, 36, 41, 42, 44, 54, 56, 57, 60, 64, 66, 70, 75]",7,9,5,0
"[11, 18, 21, 22, 23, 24, 32, 37, 47, 49, 51, 52, 57, 59, 61, 62, 69, 74, 76, 80]",7,9,5,5
"[10, 24, 25, 29, 31, 32, 33, 39, 40, 41, 42, 44, 49, 64, 66, 71, 74, 76, 77, 78]",7,9,5,10
"[10, 25, 29, 32, 37, 38, 41, 43, 45, 49, 52, 53, 55, 57, 64, 68, 69, 74, 77, 78]",7,9,5,15
"[4, 10, 14, 16, 22, 27, 28, 30, 32, 38, 39, 40, 44, 45, 46, 53, 56, 62, 70, 71]",7,9,5,20
"[4, 5, 6, 9, 10, 15, 16, 21, 29, 31, 41, 48, 49, 51, 54, 58, 62, 69, 76, 77]",7,9,5,25
"[11, 15, 17, 18, 21, 32, 34, 42, 46, 52, 53, 59, 60, 61, 62, 63, 67, 74, 75, 76]",7,9,5,30
"[1, 2, 3, 16, 27, 29, 36, 37, 39, 42, 43, 47, 50, 53, 54, 61, 68, 70, 73, 74]",7,9,5,35
"[6, 21, 24, 38, 42, 44, 50, 51, 52, 57, 58, 61, 64, 65, 68, 72, 76, 77, 79, 80]",7,9,5,40
"[5, 6, 10, 16, 21, 29, 30, 34, 35, 40, 45, 46, 48, 50, 53, 54, 64, 65, 67, 68]",7,9,5,45
"[2, 6, 7, 8, 10, 16, 23, 25, 31, 34, 37, 46, 48, 51, 53, 66, 67, 73, 74, 77]",7,9,5,50
"[3, 4, 6, 12, 14, 21, 24, 31, 32, 37, 40, 44, 48, 49, 50, 53, 63, 70, 71, 79]",7,9,5,55
"[3, 4, 5, 20, 24, 27, 28, 30, 32, 35, 36, 38, 41, 42, 43, 47, 63, 69, 71, 78]",7,9,6,0
"[4, 16, 19, 20, 30, 34, 39, 40, 46, 47, 48, 50, 53, 62, 64, 70, 73, 74, 75, 78]",7,9,6,5
"[1, 4, 10, 19, 21, 24, 32, 39, 40, 41, 47, 53, 61, 63, 66, 68, 69, 73, 78, 80]",7,9,6,10
"[9, 11, 12, 18, 29, 32, 37, 39, 43, 44, 48, 51, 54, 55, 57, 65, 73, 76, 78, 79]",7,9,6,15
"[1, 10, 13, 17, 21, 22, 24, 25, 30, 31, 34, 48, 52, 53, 59, 62, 70, 71, 74, 77]",7,9,6,20
"[8, 11, 12, 14, 18, 19, 23, 27, 34, 38, 40, 42, 44, 48, 50, 51, 52, 53, 58, 77]",7,9,6,25
"[3, 8, 9, 10, 11, 13, 24, 33, 36, 48, 55, 57, 59, 61, 66, 67, 72, 73, 75, 77]",7,9,6,30
"[3, 4, 10, 12, 13, 33, 35, 37, 39, 48, 58, 60, 61, 63, 64, 67, 70, 72, 74, 75]",7,9,6,35
"[5, 14, 15, 18, 26, 29, 31, 32, 34, 35, 37, 43, 49, 57, 66, 68, 71, 76, 78, 80]",7,9,6,40
"[2, 3, 6, 9, 16, 20, 22, 24, 25, 28, 30, 32, 34, 38, 42, 52, 55, 62, 66, 68]",7,9,6,45
"[3, 5, 6, 22, 37, 38, 40, 41, 46, 47, 51, 52, 55, 56, 65, 66, 67, 70, 72, 75]",7,9,6,50
"[2, 3, 6, 14, 18, 20, 22, 23, 25, 26, 31, 35, 36, 39, 50, 52, 63, 65, 67, 76]",7,9,6,55
"[6, 7, 9, 11, 19, 23, 25, 27, 39, 42, 45, 46, 49, 50, 55, 58, 66, 71, 77, 79]",7,9,7,0
"[12, 13, 14, 16, 19, 23, 27, 28, 40, 41, 42, 45, 49, 50, 52, 58, 66, 67, 71, 72]",7,9,7,5
"[11, 19, 23, 30, 33, 36, 47, 48, 51, 53, 54, 55, 62, 63, 64, 66, 71, 72, 77, 79]",7,9,7,10
"[5, 12, 18, 25, 29, 32, 34, 36, 38, 42, 50, 54, 56, 60, 64, 67, 71, 75, 78, 80]",7,9,7,15
"[5, 6, 12, 13, 16, 18, 19, 20, 22, 27, 32, 35, 38, 55, 56, 60, 71, 73, 78, 80]",7,9,7,20
"[5, 6, 7, 12, 18, 22, 28, 32, 35, 37, 42, 49, 51, 55, 56, 63, 68, 71, 74, 78]",7,9,7,25
"[4, 10, 11, 15, 16, 22, 30, 32, 35, 37, 40, 41, 43, 47, 51, 52, 54, 55, 64, 80]",7,9,7,30
"[1, 2, 3, 8, 12, 28, 32, 34, 36, 38, 39, 43, 45, 53, 56, 58, 60, 62, 67, 70]",7,9,7,35
"[3, 11, 22, 23, 31, 33, 34, 36, 41, 43, 45, 48, 49, 54, 59, 60, 67, 68, 69, 71]",7,9,7,40
"[1, 15, 17, 25, 27, 30, 31, 32, 34, 40, 45, 50, 52, 53, 58, 68, 70, 72, 76, 77]",7,9,7,45
"[3, 6, 11, 18, 28, 33, 34, 36, 45, 46, 48, 49, 51, 59, 63, 64, 65, 70, 74, 79]",7,9,7,50
"[3, 7, 10, 11, 15, 17, 18, 21, 27, 35, 39, 47, 49, 58, 61, 63, 70, 71, 75, 76]",7,9,7,55
"[1, 2, 5, 15, 19, 21, 23, 40, 41, 45, 48, 51, 57, 59, 61, 69, 70, 75, 76, 77]",7,9,8,0
"[2, 6, 10, 23, 28, 29, 32, 35, 40, 45, 49, 51, 52, 58, 60, 64, 67, 68, 79, 80]",7,9,8,5
"[8, 10, 11, 14, 20, 24, 26, 29, 32, 34, 46, 48, 52, 56, 60, 70, 71, 72, 76, 80]",7,9,8,10
"[6, 8, 11, 13, 19, 31, 32, 33, 37, 44, 47, 49, 51, 57, 59, 65, 66, 67, 75, 76]",7,9,8,15
"[1, 2, 5, 7, 10, 11, 13, 16, 27, 41, 45, 48, 57, 62, 63, 69, 70, 74, 78, 79]",7,9,8,20
"[6, 15, 16, 17, 23, 24, 25, 27, 34, 39, 40, 41, 44, 45, 53, 54, 55, 62, 73, 75]",7,9,8,25
"[18, 24, 25, 29, 31, 39, 40, 44, 45, 47, 50, 51, 54, 55, 56, 57, 60, 65, 71, 77]",7,9,8,30
"[3, 6, 7, 9, 12, 17, 23, 33, 36, 43, 46, 47, 48, 56, 62, 64, 65, 73, 79, 80]",7,9,8,35
"[1, 2, 4, 5, 19, 20, 32, 37, 40, 41, 47, 48, 49, 54, 66, 67, 68, 69, 70, 78]",7,9,8,40
"[3, 9, 12, 24, 27, 29, 32, 34, 36, 41, 45, 46, 48, 52, 60, 62, 67, 73, 75, 78]",7,9,8,45
"[2, 3, 4, 6, 15, 30, 33, 36, 37, 39, 42, 49, 53, 55, 57, 58, 64, 67, 71, 78]",7,9,8,50
"[4, 9, 10, 14, 15, 16, 19, 22, 24, 32, 36, 40, 49, 57, 60, 62, 64, 65, 72, 73]",7,9,8,55
"[1, 2, 9, 11, 12, 16, 18, 21, 25, 27, 33, 43, 50, 51, 59, 60, 64, 68, 74, 76]",7,9,9,0
"[1, 3, 5, 9, 11, 13, 18, 21, 24, 33, 35, 38, 41, 43, 46, 57, 62, 67, 70, 80]",7,9,9,5
"[1, 5, 9, 11, 24, 25, 34, 36, 41, 42, 46, 48, 55, 56, 57, 61, 62, 66, 70, 76]",7,9,9,10
"[6, 8, 9, 18, 21, 34, 44, 48, 52, 54, 59, 60, 63, 68, 69, 70, 71, 72, 76, 79]",7,9,9,15
"[1, 3, 7, 11, 13, 15, 31, 32, 37, 42, 47, 48, 49, 50, 54, 57, 69, 73, 75, 78]",7,9,9,20
"[2, 4, 5, 7, 15, 16, 17, 26, 27, 34, 35, 37, 39, 41, 44, 55, 59, 71, 79, 80]",7,9,9,25
"[2, 13, 14, 16, 20, 28, 29, 32, 38, 40, 45, 46, 51, 54, 59, 61, 66, 72, 77, 78]",7,9,9,30
"[2, 7, 8, 9, 14, 17, 28, 35, 47, 49, 53, 54, 61, 70, 71, 72, 74, 75, 77, 79]",7,9,9,35
"[3, 9, 15, 20, 27, 30, 31, 33, 34, 36, 46, 51, 56, 60, 65, 68, 72, 77, 78, 80]",7,9,9,40
"[1, 13, 17, 21, 22, 31, 32, 33, 39, 43, 47, 58, 61, 64, 68, 72, 74, 75, 76, 79]",7,9,9,45
"[1, 5, 7, 9, 10, 15, 16, 24, 29, 33, 41, 48, 54, 59, 60, 63, 68, 69, 76, 77]",7,9,9,50
"[4, 8, 12, 18, 20, 21, 23, 27, 29, 31, 43, 44, 47, 51, 52, 53, 55, 64, 72, 76]",7,9,9,55
"[5, 6, 10, 17, 19, 24, 28, 29, 39, 50, 53, 55, 57, 61, 67, 70, 73, 74, 75, 78]",7,9,10,0
"[8, 11, 17, 21, 24, 31, 32, 41, 42, 43, 45, 58, 60, 66, 68, 70, 71, 75, 78, 80]",7,9,10,5
"[6, 7, 9, 13, 14, 17, 23, 27, 29, 30, 32, 41, 45, 59, 61, 65, 74, 75, 77, 79]",7,9,10,10
"[6, 8, 9, 12, 19, 24, 33, 36, 45, 46, 48, 49, 59, 64, 66, 67, 73, 77, 79, 80]",7,9,10,15
"[1, 12, 13, 16, 18, 22, 25, 27, 39, 42, 43, 45, 52, 53, 58, 63, 67, 74, 79, 80]",7,9,10,20
"[1, 16, 20, 21, 23, 30, 32, 33, 42, 43, 45, 46, 48, 58, 64, 68, 69, 73, 76, 80]",7,9,10,25
"[5, 6, 9, 11, 16, 21, 24, 31, 33, 38, 45, 47, 53, 54, 58, 61, 62, 66, 73, 74]",7,9,10,30
"[4, 5, 8, 11, 13, 21, 24, 26, 38, 42, 44, 46, 57, 59, 61, 70, 73, 74, 77, 78]",7,9,10,35
"[2, 5, 16, 18, 23, 24, 26, 37, 40, 41, 43, 44, 47, 51, 53, 54, 67, 69, 76, 79]",7,9,10,40
"[2, 8, 14, 18, 20, 21, 22, 27, 41, 46, 49, 56, 61, 64, 66, 70, 74, 75, 77, 78]",7,9,10,45
"[4, 7, 12, 15, 16, 31, 38, 40, 41, 43, 45, 46, 51, 59, 61, 64, 65, 68, 71, 74]",7,9,10,50
"[2, 7, 16, 18, 23, 24, 25, 37, 43, 47, 48, 54, 57, 59, 62, 64, 65, 66, 73, 77]",7,9,10,55
"[6, 11, 14, 16, 23, 32, 35, 42, 44, 47, 49, 51, 52, 53, 56, 65, 66, 75, 76, 77]",7,9,11,0
"[3, 7, 10, 11, 13, 15, 20, 26, 28, 42, 43, 48, 49, 54, 55, 56, 67, 68, 72, 76]",7,9,11,5
"[2, 5, 11, 14, 16, 25, 26, 27, 28, 31, 36, 43, 54, 56, 63, 67, 68, 72, 73, 74]",7,9,11,10
"[3, 6, 9, 15, 20, 25, 29, 32, 34, 36, 42, 62, 65, 68, 70, 71, 72, 73, 79, 80]",7,9,11,15
"[4, 6, 12, 13, 20, 21, 22, 24, 25, 27, 35, 37, 50, 57, 61, 65, 67, 73, 75, 80]",7,9,11,20
"[2, 5, 6, 10, 15, 18, 19, 21, 35, 36, 40, 42, 47, 48, 50, 56, 66, 77, 78, 79]",7,9,11,25
"[5, 10, 15, 18, 22, 25, 26, 29, 31, 38, 42, 43, 46, 53, 57, 58, 71, 72, 76, 79]",7,9,11,30
"[2, 5, 10, 11, 13, 19, 31, 38, 40, 45, 47, 48, 61, 63, 66, 68, 69, 72, 75, 79]",7,9,11,35
"[3, 7, 9, 11, 12, 13, 18, 20, 21, 27, 33, 36, 42, 48, 54, 60, 62, 64, 74, 76]",7,9,11,40
"[1, 2, 6, 13, 17, 18, 21, 25, 31, 36, 38, 40, 41, 46, 51, 54, 56, 72, 74, 78]",7,9,11,45
"[1, 5, 7, 13, 18, 19, 21, 25, 26, 28, 29, 33, 54, 56, 58, 61, 72, 73, 78, 79]",7,9,11,50
"[5, 6, 8, 16, 18, 22, 29, 31, 35, 42, 45, 48, 50, 51, 54, 66, 68, 70, 75, 79]",7,9,11,55
"[3, 4, 13, 26, 28, 30, 34, 37, 40, 41, 44, 46, 52, 60, 61, 65, 66, 74, 75, 78]",7,9,12,0
"[6, 10, 13, 17, 19, 20, 22, 26, 33, 36, 38, 39, 42, 43, 47, 51, 60, 67, 68, 75]",7,9,12,5
"[1, 6, 10, 14, 15, 20, 21, 22, 24, 30, 38, 42, 45, 56, 57, 60, 68, 74, 76, 77]",7,9,12,10
"[2, 4, 6, 8, 10, 14, 27, 29, 38, 39, 41, 49, 51, 57, 65, 66, 68, 70, 71, 79]",7,9,12,15
"[2, 3, 4, 5, 22, 27, 28, 32, 44, 48, 52, 54, 56, 57, 58, 59, 65, 73, 76, 78]",7,9,12,20
"[1, 9, 16, 17, 23, 27, 28, 29, 30, 39, 42, 44, 54, 55, 61, 62, 72, 73, 75, 78]",7,9,12,25
"[1, 6, 8, 10, 16, 24, 26, 27, 41, 42, 43, 48, 49, 54, 63, 65, 68, 73, 76, 80]",7,9,12,30
"[3, 4, 5, 7, 8, 9, 18, 19, 24, 30, 32, 40, 41, 55, 57, 61, 67, 72, 73, 79]",7,9,12,35
"[3, 6, 9, 11, 18, 23, 25, 26, 31, 33, 34, 39, 46, 48, 52, 55, 57, 65, 70, 71]",7,9,12,40
"[6, 8, 18, 23, 24, 25, 29, 33, 35, 37, 42, 43, 45, 54, 59, 62, 64, 65, 70, 76]",7,9,12,45
"[1, 2, 7, 10, 14, 19, 26, 32, 35, 42, 43, 45, 46, 48, 51, 59, 60, 62, 67, 79]",7,9,12,50
"[4, 5, 6, 9, 10, 11, 14, 16, 17, 25, 26, 27, 30, 32, 39, 47, 65, 69, 72, 76]",7,9,12,55
"[5, 6, 13, 16, 22, 25, 26, 27, 28, 30, 32, 42, 45, 56, 57, 62, 66, 67, 70, 78]",7,9,13,0
"[2, 5, 20, 23, 25, 27, 29, 30, 39, 40, 49, 52, 53, 56, 58, 71, 72, 77, 79, 80]",7,9,13,5
"[8, 16, 18, 19, 25, 26, 31, 36, 38, 41, 42, 46, 55, 58, 59, 64, 67, 69, 76, 78]",7,9,13,10
"[3, 4, 6, 14, 21, 25, 29, 31, 32, 35, 48, 49, 57, 59, 60, 61, 67, 72, 73, 78]",7,9,13,15
"[2, 9, 10, 19, 20, 30, 31, 35, 36, 39, 48, 50, 52, 60, 61, 63, 71, 74, 76, 78]",7,9,13,20
"[5, 7, 12, 14, 15, 18, 32, 33, 35, 36, 44, 48, 54, 56, 58, 70, 76, 77, 78, 79]",7,9,13,25
"[1, 3, 4, 6, 9, 14, 16, 32, 34, 39, 40, 41, 42, 45, 50, 54, 55, 62, 65, 74]",7,9,13,30
"[19, 25, 26, 27, 29, 30, 42, 43, 45, 49, 53, 55, 57, 58, 60, 61, 62, 69, 75, 80]",7,9,13,35
"[5, 6, 9, 10, 16, 20, 21, 23, 28, 32, 37, 41, 47, 51, 56, 63, 64, 66, 72, 78]",7,9,13,40
"[3, 6, 7, 9, 10, 12, 18, 25, 27, 33, 41, 43, 56, 60, 62, 68, 69, 71, 72, 80]",7,9,13,45
"[2, 11, 13, 15, 16, 17, 19, 21, 31, 38, 45, 46, 51, 57, 60, 64, 76, 77, 79, 80]",7,9,13,50
"[7, 9, 10, 12, 15, 25, 26, 28, 39, 41, 46, 48, 52, 56, 59, 62, 68, 72, 74, 76]",7,9,13,55
"[1, 3, 4, 8, 12, 13, 16, 18, 20, 21, 23, 27, 29, 32, 39, 47, 56, 66, 67, 69]",7,9,14,0
"[1, 6, 7, 16, 20, 21, 27, 31, 32, 37, 47, 49, 53, 55, 64, 66, 69, 75, 78, 79]",7,9,14,5
"[1, 12, 14, 18, 21, 29, 31, 36, 44, 51, 55, 56, 57, 63, 67, 68, 71, 75, 76, 79]",7,9,14,10
"[7, 12, 16, 17, 25, 28, 31, 33, 39, 40, 45, 46, 52, 57, 58, 66, 69, 71, 73, 78]",7,9,14,15
"[1, 5, 16, 24, 25, 26, 32, 39, 41, 42, 45, 51, 56, 58, 59, 69, 72, 74, 75, 78]",7,9,14,20
"[4, 8, 10, 15, 16, 22, 27, 30, 34, 35, 36, 39, 50, 51, 57, 66, 69, 75, 78, 80]",7,9,14,25
"[3, 4, 6, 8, 11, 17, 18, 19, 20, 28, 31, 34, 38, 40, 42, 50, 67, 68, 73, 79]",7,9,14,30
"[1, 8, 14, 19, 23, 25, 26, 31, 35, 38, 44, 45, 50, 54, 57, 60, 65, 67, 72, 77]",7,9,14,35
"[3, 4, 6, 16, 23, 24, 25, 33, 38, 41, 47, 55, 61, 62, 69, 71, 72, 75, 76, 77]",7,9,14,40
"[4, 6, 8, 24, 30, 31, 39, 41, 42, 46, 52, 54, 57, 58, 63, 65, 72, 75, 76, 78]",7,9,14,45
"[1, 2, 19, 24, 27, 31, 33, 34, 36, 40, 44, 54, 64, 65, 66, 69, 71, 72, 73, 75]",7,9,14,50
"[1, 2, 4, 12, 13, 14, 16, 18, 19, 23, 28, 31, 33, 41, 51, 56, 59, 60, 65, 71]",7,9,14,55
"[3, 11, 12, 17, 19, 20, 26, 29, 30, 38, 56, 57, 60, 61, 65, 69, 70, 73, 76, 79]",7,9,15,0
"[1, 4, 10, 11, 12, 17, 18, 21, 25, 31, 33, 34, 37, 38, 43, 44, 48, 53, 69, 73]",7,9,15,5
"[4, 5, 6, 8, 19, 26, 30, 36, 43, 45, 47, 48, 50, 51, 60, 61, 62, 64, 71, 80]",7,9,15,10
"[8, 10, 14, 15, 18, 19, 23, 26, 29, 30, 37, 38, 43, 47, 51, 57, 58, 59, 69, 70]",7,9,15,15
"[2, 11, 15, 16, 18, 20, 21, 24, 27, 34, 38, 51, 52, 53, 57, 58, 66, 76, 77, 80]",7,9,15,20
"[2, 3, 4, 6, 12, 14, 20, 25, 28, 30, 38, 41, 49, 53, 57, 58, 65, 68, 71, 72]",7,9,15,25
"[1, 4, 6, 7, 13, 17, 18, 25, 31, 35, 37, 39, 44, 62, 65, 68, 70, 74, 76, 78]",7,9,15,30
"[3, 6, 9, 12, 13, 14, 17, 20, 22, 27, 29, 38, 49, 50, 51, 61, 67, 68, 73, 76]",7,9,15,35
"[2, 8, 10, 13, 16, 24, 25, 28, 33, 37, 40, 41, 44, 50, 51, 61, 65, 66, 78, 80]",7,9,15,40
"[14, 15, 19, 22, 28, 32, 33, 34, 37, 40, 41, 42, 44, 46, 47, 48, 57, 62, 66, 71]",7,9,15,45
"[3, 6, 9, 16, 21, 26, 28, 29, 38, 39, 40, 46, 47, 55, 63, 64, 73, 74, 75, 80]",7,9,15,50
"[6, 7, 11, 12, 15, 20, 27, 30, 32, 33, 34, 39, 41, 42, 43, 49, 57, 58, 62, 74]",7,9,15,55
"[2, 4, 7, 10, 12, 16, 17, 31, 43, 45, 46, 57, 60, 61, 69, 70, 74, 76, 79, 80]",7,9,16,0
"[4, 8, 10, 11, 13, 18, 22, 27, 30, 31, 42, 44, 46, 47, 61, 63, 66, 70, 71, 76]",7,9,16,5
"[6, 9, 11, 15, 17, 23, 25, 33, 38, 47, 48, 49, 50, 52, 55, 58, 61, 66, 67, 73]",7,9,16,10
"[1, 6, 7, 10, 14, 17, 21, 25, 28, 35, 40, 43, 48, 51, 56, 69, 71, 78, 79, 80]",7,9,16,15
"[1, 2, 5, 7, 11, 12, 13, 14, 27, 42, 45, 50, 51, 56, 59, 61, 63, 73, 76, 77]",7,9,16,20
"[3, 7, 11, 12, 31, 34, 37, 42, 44, 46, 52, 55, 57, 61, 63, 66, 67, 70, 77, 78]",7,9,16,25
"[1, 5, 7, 11, 16, 19, 20, 22, 27, 31, 38, 41, 47, 49, 62, 65, 67, 76, 78, 79]",7,9,16,30
"[2, 3, 4, 6, 8, 16, 17, 21, 26, 30, 31, 33, 37, 41, 44, 50, 52, 55, 62, 74]",7,9,16,35
"[1, 10, 12, 13, 16, 25, 31, 33, 35, 37, 47, 52, 58, 59, 62, 65, 67, 74, 76, 78]",7,9,16,40
"[5, 8, 12, 13, 17, 18, 23, 28, 34, 37, 38, 50, 53, 61, 66, 69, 72, 74, 75, 76]",7,9,16,45
"[1, 9, 14, 17, 30, 32, 35, 42, 43, 44, 45, 48, 51, 57, 62, 66, 71, 73, 76, 79]",7,9,16,50
"[1, 9, 11, 12, 22, 31, 35, 41, 44, 47, 50, 52, 53, 55, 57, 65, 67, 69, 76, 79]",7,9,16,55
"[4, 9, 12, 21, 23, 25, 29, 34, 39, 45, 48, 50, 52, 58, 63, 64, 71, 73, 78, 80]",7,9,17,0
"[1, 2, 4, 11, 12, 14, 20, 22, 24, 30, 32, 38, 44, 46, 47, 49, 56, 58, 61, 63]",7,9,17,5
"[1, 5, 11, 13, 20, 21, 24, 27, 28, 29, 50, 51, 59, 66, 68, 69, 75, 77, 79, 80]",7,9,17,10
"[2, 3, 4, 5, 9, 16, 19, 23, 28, 32, 35, 37, 39, 41, 48, 52, 59, 65, 72, 75]",7,9,17,15
"[5, 8, 11, 12, 14, 15, 24, 25, 27, 33, 37, 40, 43, 46, 48, 52, 55, 67, 71, 72]",7,9,17,20
"[14, 15, 25, 27, 36, 37, 38, 39, 41, 42, 44, 53, 56, 58, 59, 63, 65, 69, 78, 80]",7,9,17,25
"[7, 11, 14, 16, 17, 21, 29, 36, 39, 40, 41, 54, 55, 65, 66, 70, 71, 72, 74, 79]",7,9,17,30
"[3, 23, 26, 38, 40, 42, 43, 44, 54, 55, 56, 64, 65, 67, 71, 72, 73, 75, 76, 80]",7,9,17,35
"[5, 9, 12, 17, 18, 23, 25, 27, 28, 31, 34, 41, 50, 58, 60, 66, 67, 69, 77, 78]",7,9,17,40
"[2, 7, 11, 23, 26, 28, 30, 33, 37, 39, 40, 45, 46, 59, 60, 65, 66, 73, 74, 79]",7,9,17,45
"[1, 4, 9, 11, 15, 16, 20, 22, 26, 27, 29, 30, 36, 38, 40, 49, 50, 52, 56, 80]",7,9,17,50
"[1, 11, 12, 15, 20, 25, 26, 31, 33, 42, 44, 45, 54, 56, 58, 60, 61, 62, 65, 70]",7,9,17,55
"[5, 12, 16, 17, 19, 22, 25, 27, 28, 34, 44, 45, 55, 58, 65, 66, 69, 74, 75, 80]",7,9,18,0
"[6, 7, 13, 15, 16, 17, 19, 36, 40, 45, 46, 50, 52, 53, 63, 65, 67, 68, 69, 76]",7,9,18,5
"[10, 11, 12, 15, 19, 21, 22, 24, 32, 37, 40, 50, 55, 56, 58, 59, 65, 66, 68, 71]",7,9,18,10
"[3, 5, 12, 16, 25, 27, 28, 29, 30, 31, 35, 46, 49, 50, 54, 68, 70, 73, 75, 77]",7,9,18,15
"[1, 2, 3, 10, 15, 25, 28, 34, 38, 40, 44, 45, 47, 55, 58, 65, 67, 69, 72, 80]",7,9,18,20
"[2, 6, 7, 11, 12, 15, 16, 19, 20, 26, 27, 35, 37, 42, 51, 54, 59, 66, 67, 70]",7,9,18,25
"[3, 4, 5, 8, 9, 17, 22, 28, 30, 33, 44, 48, 52, 57, 69, 72, 76, 78, 79, 80]",7,9,18,30
"[1, 2, 8, 13, 20, 21, 23, 24, 28, 30, 33, 37, 44, 51, 60, 67, 69, 71, 73, 74]",7,9,18,35
"[1, 3, 4, 15, 19, 20, 25, 29, 35, 38, 45, 51, 52, 53, 59, 61, 62, 64, 65, 68]",7,9,18,40
"[5, 10, 17, 19, 22, 33, 36, 37, 38, 50, 51, 54, 55, 61, 68, 71, 73, 74, 78, 79]",7,9,18,45
"[6, 9, 12, 18, 22, 23, 25, 26, 30, 34, 37, 41, 42, 44, 46, 61, 66, 70, 73, 78]",7,9,18,50
"[2, 7, 8, 10, 18, 19, 20, 22, 23, 32, 34, 36, 37, 39, 44, 48, 51, 53, 54, 65]",7,9,18,55
"[4, 10, 13, 16, 19, 21, 23, 29, 31, 34, 35, 38, 42, 46, 51, 54, 55, 57, 59, 63]",7,9,19,0
"[4, 8, 9, 10, 18, 29, 31, 33, 34, 35, 38, 42, 43, 46, 49, 55, 59, 64, 68, 76]",7,9,19,5
"[1, 6, 7, 11, 14, 16, 17, 20, 21, 23, 28, 30, 35, 39, 52, 53, 59, 63, 65, 74]",7,9,19,10
"[4, 7, 12, 13, 17, 18, 19, 29, 31, 32, 34, 43, 44, 50, 51, 53, 61, 69, 72, 76]",7,9,19,15
"[5, 8, 10, 14, 19, 21, 24, 27, 31, 36, 38, 41, 48, 52, 60, 76, 77, 78, 79, 80]",7,9,19,20
"[3, 7, 11, 14, 18, 24, 29, 32, 36, 37, 41, 43, 50, 57, 59, 65, 66, 67, 71, 76]",7,9,19,25
"[5, 8, 10, 11, 26, 27, 28, 36, 38, 45, 46, 47, 49, 55, 57, 65, 67, 73, 76, 79]",7,9,19,30
"[4, 10, 20, 24, 39, 42, 43, 45, 46, 48, 50, 55, 56, 58, 60, 61, 66, 67, 74, 76]",7,9,19,35
"[1, 4, 5, 25, 27, 29, 31, 40, 43, 46, 50, 52, 57, 63, 65, 67, 70, 72, 76, 78]",7,9,19,40
"[2, 12, 14, 16, 21, 33, 36, 40, 41, 45, 47, 50, 55, 56, 60, 61, 64, 65, 71, 77]",7,9,19,45
